dex_number,name,type_01,type_02,ability_01,ability_02,hidden_ability,egg_group_01,egg_group_02,is_legendary,hp,attack,defense,sp_attack,sp_defense,speed,BST,type_combo,cluster,cluster2,class
#0785,Tapu Koko,Electric,Fairy,Electric,None,Telepathy,None,None,True,70,115,85,95,75,130,570,Electric/Fairy,0,3,Fast Sweeper
#0786,Tapu Lele,Psychic,Fairy,Psychic,None,Telepathy,None,None,True,70,85,75,130,115,95,570,Psychic/Fairy,0,0,Tank
#0787,Tapu Bulu,Grass,Fairy,Grassy,None,Telepathy,None,None,True,70,130,115,85,95,75,570,Grass/Fairy,2,0,Tank
#0788,Tapu Fini,Water,Fairy,Misty,None,Telepathy,None,None,True,70,75,115,95,130,85,570,Water/Fairy,0,0,Tank
#0789,Cosmog,Psychic,None,Unaware,None,None,None,None,True,43,29,31,29,31,37,200,Psychic/None,1,1,Underpowered
#0790,Cosmoem,Psychic,None,Sturdy,None,None,None,None,True,43,29,131,29,131,37,400,Psychic/None,2,2,balanced
#0791,Solgaleo,Psychic,Steel,Full,None,None,None,None,True,137,137,107,113,89,97,680,Psychic/Steel,0,0,Tank
#0792,Lunala,Psychic,Ghost,Shadow,None,None,None,None,True,137,113,89,137,107,97,680,Psychic/Ghost,0,0,Tank
#0793,Nihilego,Rock,Poison,Beast,None,None,None,None,False,109,53,47,127,131,103,570,Rock/Poison,0,0,Tank
#0794,Buzzwole,Bug,Fighting,Beast,None,None,None,None,False,107,139,139,53,53,79,570,Bug/Fighting,2,2,balanced
#0795,Pheromosa,Bug,Fighting,Beast,None,None,None,None,False,71,137,37,137,37,151,570,Bug/Fighting,0,3,Fast Sweeper
#0796,Xurkitree,Electric,None,Beast,None,None,None,None,False,83,89,71,173,71,83,570,Electric/None,0,0,Tank
#0797,Celesteela,Steel,Flying,Beast,None,None,None,None,False,97,101,103,107,101,61,570,Steel/Flying,0,0,Tank
#0798,Kartana,Grass,Steel,Beast,None,None,None,None,False,59,181,131,59,31,109,570,Grass/Steel,0,0,Tank
#0799,Guzzlord,Dark,Dragon,Beast,None,None,None,None,False,223,101,53,97,53,43,570,Dark/Dragon,0,0,Tank
#0800,Necrozma,Psychic,None,Prism,None,None,None,None,True,97,107,101,127,89,79,600,Psychic/None,0,0,Tank
#0801,Magearna,Steel,Fairy,Soul Heart,None,None,None,None,False,80,95,115,130,115,65,600,Steel/Fairy,0,0,Tank
#0802,Marshadow,Fighting,Ghost,Technician,None,None,None,None,False,90,125,80,90,90,125,600,Fighting/Ghost,0,0,Tank
#0803,Poipole,Poison,None,Beast,None,None,None,None,False,67,73,67,73,67,73,420,Poison/None,3,3,Fast Sweeper
#0804,Naganadel,Poison,Dragon,Beast,None,None,None,None,False,73,73,73,127,73,121,540,Poison/Dragon,0,3,Fast Sweeper
#0805,Stakataka,Rock,Steel,Beast,None,None,None,None,False,61,131,211,53,101,13,570,Rock/Steel,2,2,balanced
#0806,Blacephalon,Fire,Ghost,Beast,None,None,None,None,False,53,127,53,151,79,107,570,Fire/Ghost,0,3,Fast Sweeper
#0807,Zeraora,Electric,None,Volt,None,None,None,None,False,88,112,75,102,80,143,600,Electric/None,0,3,Fast Sweeper
#0808,Meltan,Steel,None,Magnet,None,None,None,None,False,46,65,65,55,35,34,300,Steel/None,1,1,Underpowered
#0809,Melmetal,Steel,None,Iron,None,None,None,None,False,135,143,143,80,65,34,600,Steel/None,2,2,balanced
#0810,Grookey,Grass,None,Overgrow,None,Grassy Surge,Field, Grass,False,50,65,50,40,40,65,310,Grass/None,1,1,Underpowered
#0811,Thwackey,Grass,None,Overgrow,None,Grassy Surge,Field, Grass,False,70,85,70,55,60,80,420,Grass/None,3,3,Fast Sweeper
#0812,Rillaboom,Grass,None,Overgrow,None,Grassy Surge,Field, Grass,False,100,125,90,60,70,85,530,Grass/None,2,0,Tank
#0813,Scorbunny,Fire,None,Blaze,None,Libero,Field, Human-Like,False,50,71,40,40,40,69,310,Fire/None,1,1,Underpowered
#0814,Raboot,Fire,None,Blaze,None,Libero,Field, Human-Like,False,65,86,60,55,60,94,420,Fire/None,3,3,Fast Sweeper
#0815,Cinderace,Fire,None,Blaze,None,Libero,Field, Human-Like,False,80,116,75,65,75,119,530,Fire/None,0,3,Fast Sweeper
#0816,Sobble,Water,None,Torrent,None,Sniper,Water 1, Field,False,50,40,40,70,40,70,310,Water/None,1,1,Underpowered
#0817,Drizzile,Water,None,Torrent,None,Sniper,Water 1, Field,False,65,60,55,95,55,90,420,Water/None,3,3,Fast Sweeper
#0818,Inteleon,Water,None,Torrent,None,Sniper,Water 1, Field,False,70,85,65,125,65,120,530,Water/None,3,3,Fast Sweeper
#0819,Skwovet,Normal,None,Cheek,None,Gluttony,Field,None,False,70,55,55,35,35,25,275,Normal/None,1,1,Underpowered
#0820,Greedent,Normal,None,Cheek,None,Gluttony,Field,None,False,120,95,95,55,75,20,460,Normal/None,2,2,balanced
#0821,Rookidee,Flying,None,Keen, Unnerve,Big Pecks,Flying,None,False,38,47,35,33,35,57,245,Flying/None,1,1,Underpowered
#0822,Corvisquire,Flying,None,Keen, Unnerve,Big Pecks,Flying,None,False,68,67,55,43,55,77,365,Flying/None,1,1,Underpowered
#0823,Corviknight,Flying,Steel,Pressure, Unnerve,Mirror Armor,Flying,None,False,98,87,105,53,85,67,495,Flying/Steel,2,2,balanced
#0824,Blipbug,Bug,None,Swarm, Compound,Telepathy,Bug,None,False,25,20,20,25,45,45,180,Bug/None,1,1,Underpowered
#0825,Dottler,Bug,Psychic,Swarm, Compound,Telepathy,Bug,None,False,50,35,80,50,90,30,335,Bug/Psychic,1,1,Underpowered
#0826,Orbeetle,Bug,Psychic,Swarm, Frisk,Telepathy,Bug,None,False,60,45,110,80,120,90,505,Bug/Psychic,2,0,Tank
#0827,Nickit,Dark,None,Run, Unburden,Stakeout,Field,None,False,40,28,28,47,52,50,245,Dark/None,1,1,Underpowered
#0828,Thievul,Dark,None,Run, Unburden,Stakeout,Field,None,False,70,58,58,87,92,90,455,Dark/None,3,3,Fast Sweeper
#0829,Gossifleur,Grass,None,Cotton, Regenerator,Effect Spore,Grass,None,False,40,40,60,40,60,10,250,Grass/None,1,1,Underpowered
#0830,Eldegoss,Grass,None,Cotton, Regenerator,Effect Spore,Grass,None,False,60,50,90,80,120,60,460,Grass/None,2,2,balanced
#0831,Wooloo,Normal,None,Fluffy, Run,Bulletproof,Field,None,False,42,40,55,40,45,48,270,Normal/None,1,1,Underpowered
#0832,Dubwool,Normal,None,Fluffy, Steadfast,Bulletproof,Field,None,False,72,80,100,60,90,88,490,Normal/None,2,0,Tank
#0833,Chewtle,Water,None,Strong, Shell,Swift Swim,Monster, Water 1,False,50,64,50,38,38,44,284,Water/None,1,1,Underpowered
#0834,Drednaw,Water,Rock,Strong, Shell,Swift Swim,Monster, Water 1,False,90,115,90,48,68,74,485,Water/Rock,2,2,balanced
#0835,Yamper,Electric,None,Ball,None,Rattled,Field,None,False,59,45,50,40,50,26,270,Electric/None,1,1,Underpowered
#0836,Boltund,Electric,None,Strong,None,Competitive,Field,None,False,69,90,60,90,60,121,490,Electric/None,3,3,Fast Sweeper
#0837,Rolycoly,Rock,None,Steam, Heatproof,Flash Fire,Mineral,None,False,30,40,50,40,50,30,240,Rock/None,1,1,Underpowered
#0838,Carkol,Rock,Fire,Steam, Flame,Flash Fire,Mineral,None,False,80,60,90,60,70,50,410,Rock/Fire,2,2,balanced
#0839,Coalossal,Rock,Fire,Steam, Flame,Flash Fire,Mineral,None,False,110,80,120,80,90,30,510,Rock/Fire,2,2,balanced
#0840,Applin,Grass,Dragon,Ripen, Gluttony,Bulletproof,Grass, Dragon,False,40,40,80,40,40,20,260,Grass/Dragon,1,1,Underpowered
#0841,Flapple,Grass,Dragon,Ripen, Gluttony,Hustle,Grass, Dragon,False,70,110,80,95,60,70,485,Grass/Dragon,3,0,Tank
#0842,Appletun,Grass,Dragon,Ripen, Gluttony,Thick Fat,Grass, Dragon,False,110,85,80,100,80,30,485,Grass/Dragon,2,2,balanced
#0843,Silicobra,Ground,None,Sand, Shed,Sand Veil,Field, Dragon,False,52,57,75,35,50,46,315,Ground/None,1,1,Underpowered
#0844,Sandaconda,Ground,None,Sand, Shed,Sand Veil,Field, Dragon,False,72,107,125,65,70,71,510,Ground/None,2,2,balanced
#0845,Cramorant,Flying,Water,Gulp,None,None,Water 1, Flying,False,70,85,55,85,95,85,475,Flying/Water,3,3,Fast Sweeper
#0846,Arrokuda,Water,None,Swift,None,Propeller Tail,Water 2,None,False,41,63,40,40,30,66,280,Water/None,1,1,Underpowered
#0847,Barraskewda,Water,None,Swift,None,Propeller Tail,Water 2,None,False,61,123,60,60,50,136,490,Water/None,3,3,Fast Sweeper
#0848,Toxel,Electric,Poison,Rattled, Static,Klutz,No Eggs Discovered,None,False,40,38,35,54,35,40,242,Electric/Poison,1,1,Underpowered
#0849,Toxtricity,Electric,Poison,Punk, PlusAmped,Technician,Human-Like,None,False,75,98,70,114,70,75,502,Electric/Poison,3,0,Tank
#0850,Sizzlipede,Fire,Bug,Flash, White,Flame Body,Bug,None,False,50,65,45,50,50,45,305,Fire/Bug,1,1,Underpowered
#0851,Centiskorch,Fire,Bug,Flash, White,Flame Body,Bug,None,False,100,115,65,90,90,65,525,Fire/Bug,0,0,Tank
#0852,Clobbopus,Fighting,None,Limber,None,Technician,Water 1, Human-Like,False,50,68,60,50,50,32,310,Fighting/None,1,1,Underpowered
#0853,Grapploct,Fighting,None,Limber,None,Technician,Water 1, Human-Like,False,80,118,90,70,80,42,480,Fighting/None,2,2,balanced
#0854,Sinistea,Ghost,None,Weak,None,Cursed Body,Mineral, Amorphous,False,40,45,45,74,54,50,308,Ghost/None,1,1,Underpowered
#0855,Polteageist,Ghost,None,Weak,None,Cursed Body,Mineral, Amorphous,False,60,65,65,134,114,70,508,Ghost/None,3,0,Tank
#0856,Hatenna,Psychic,None,Healer, Anticipation,Magic Bounce,Fairy,None,False,42,30,45,56,53,39,265,Psychic/None,1,1,Underpowered
#0857,Hattrem,Psychic,None,Healer, Anticipation,Magic Bounce,Fairy,None,False,57,40,65,86,73,49,370,Psychic/None,1,1,Underpowered
#0858,Hatterene,Psychic,Fairy,Healer, Anticipation,Magic Bounce,Fairy,None,False,57,90,95,136,103,29,510,Psychic/Fairy,2,2,balanced
#0859,Impidimp,Dark,Fairy,Prankster, Frisk,Pickpocket,Fairy, Human-Like,False,45,45,30,55,40,50,265,Dark/Fairy,1,1,Underpowered
#0860,Morgrem,Dark,Fairy,Prankster, Frisk,Pickpocket,Fairy, Human-Like,False,65,60,45,75,55,70,370,Dark/Fairy,3,1,Underpowered
#0861,Grimmsnarl,Dark,Fairy,Prankster, Frisk,Pickpocket,Fairy, Human-Like,False,95,120,65,95,75,60,510,Dark/Fairy,0,0,Tank
#0862,Obstagoon,Dark,Normal,Reckless, Guts,Defiant,Field,None,False,93,90,101,60,81,95,520,Dark/Normal,2,0,Tank
#0863,Perrserker,Steel,None,Battle, Tough,Steely Spirit,Field,None,False,70,110,100,50,60,50,440,Steel/None,2,2,balanced
#0864,Cursola,Ghost,None,Weak,None,Perish Body,Water 1, Water 3,False,60,95,50,145,130,30,510,Ghost/None,0,0,Tank
#0865,Sirfetch'd,Fighting,None,Steadfast,None,Scrappy,Flying, Field,False,62,135,95,68,82,65,507,Fighting/None,2,2,balanced
#0866,Mr. Rime,Ice,Psychic,Tangled, Screen,Ice Body,Human-Like,None,False,80,85,75,110,100,70,520,Ice/Psychic,0,0,Tank
#0867,Runerigus,Ground,Ghost,Wandering,None,None,Mineral, Amorphous,False,58,95,145,50,105,30,483,Ground/Ghost,2,2,balanced
#0868,Milcery,Fairy,None,Sweet,None,Aroma Veil,Fairy, Amorphous,False,45,40,40,50,61,34,270,Fairy/None,1,1,Underpowered
#0869,Alcremie,Fairy,None,Sweet,None,Aroma Veil,Fairy, Amorphous,False,65,60,75,110,121,64,495,Fairy/None,3,0,Tank
#0870,Falinks,Fighting,None,Battle,None,Defiant,Fairy, Mineral,False,65,100,100,70,60,75,470,Fighting/None,2,0,Tank
#0871,Pincurchin,Electric,None,Lightning,None,Electric Surge,Water 1, Amorphous,False,48,101,95,91,85,15,435,Electric/None,2,2,balanced
#0872,Snom,Ice,Bug,Shield,None,Ice Scales,Bug,None,False,30,25,35,45,30,20,185,Ice/Bug,1,1,Underpowered
#0873,Frosmoth,Ice,Bug,Shield,None,Ice Scales,Bug,None,False,70,65,60,125,90,65,475,Ice/Bug,3,3,Fast Sweeper
#0874,Stonjourner,Rock,None,Power,None,None,Mineral,None,False,100,125,135,20,20,70,470,Rock/None,2,2,balanced
#0875,Eiscue,Ice,None,Ice,None,None,Water 1, Field,False,75,80,110,65,90,50,470,Ice/None,2,2,balanced
#0876,Indeedee,Psychic,Normal,Inner, SynchronizeMale,Psychic Surge,Fairy,None,False,60,65,55,105,95,95,475,Psychic/Normal,3,3,Fast Sweeper
#0877,Morpeko,Electric,Dark,Hunger,None,None,Field, Fairy,False,58,95,58,70,58,97,436,Electric/Dark,3,3,Fast Sweeper
#0878,Cufant,Steel,None,Sheer,None,Heavy Metal,Field, Mineral,False,72,80,49,40,49,40,330,Steel/None,1,1,Underpowered
#0879,Copperajah,Steel,None,Sheer,None,Heavy Metal,Field, Mineral,False,122,130,69,80,69,30,500,Steel/None,2,2,balanced
#0880,Dracozolt,Electric,Dragon,Volt, Hustle,Sand Rush,None,None,False,90,100,90,80,70,75,505,Electric/Dragon,2,0,Tank
#0881,Arctozolt,Electric,Ice,Volt, Static,Slush Rush,None,None,False,90,100,90,90,80,55,505,Electric/Ice,2,0,Tank
#0882,Dracovish,Water,Dragon,Water, Strong,Sand Rush,None,None,False,90,90,100,70,80,75,505,Water/Dragon,2,0,Tank
#0883,Arctovish,Water,Ice,Water, Ice,Slush Rush,None,None,False,90,90,100,80,90,55,505,Water/Ice,2,2,balanced
#0884,Duraludon,Steel,Dragon,Light, Heavy,Stalwart,Mineral, Dragon,False,70,95,115,120,50,85,535,Steel/Dragon,0,0,Tank
#0885,Dreepy,Dragon,Ghost,Clear, Infiltrator,Cursed Body,Amorphous, Dragon,False,28,60,30,40,30,82,270,Dragon/Ghost,1,1,Underpowered
#0886,Drakloak,Dragon,Ghost,Clear, Infiltrator,Cursed Body,Amorphous, Dragon,False,68,80,50,60,50,102,410,Dragon/Ghost,3,3,Fast Sweeper
#0887,Dragapult,Dragon,Ghost,Clear, Infiltrator,Cursed Body,Amorphous, Dragon,False,88,120,75,100,75,142,600,Dragon/Ghost,0,3,Fast Sweeper
#0888,Zacian,Fairy,None,Intrepid,None,None,None,None,True,92,130,115,80,115,138,670,Fairy/None,0,0,Tank
#0889,Zamazenta,Fighting,None,Dauntless,None,None,None,None,True,92,130,115,80,115,138,670,Fighting/None,0,0,Tank
#0890,Eternatus,Poison,Dragon,Pressure,None,None,None,None,True,140,85,95,145,95,130,690,Poison/Dragon,0,0,Tank
#0891,Kubfu,Fighting,None,Inner,None,None,None,None,True,60,90,60,53,50,72,385,Fighting/None,3,1,Underpowered
#0892,Urshifu,Fighting,Dark,Unseen,None,None,None,None,True,100,130,100,63,60,97,550,Fighting/Dark,0,0,Tank
#0893,Zarude,Dark,Grass,Leaf,None,None,None,None,False,105,120,105,70,95,105,600,Dark/Grass,0,0,Tank
#0894,Regieleki,Electric,None,Transistor,None,None,None,None,True,80,100,50,100,50,200,580,Electric/None,0,3,Fast Sweeper
#0895,Regidrago,Dragon,None,Dragon s,None,None,None,None,True,200,100,50,100,50,80,580,Dragon/None,0,0,Tank
#0896,Glastrier,Ice,None,Chilling,None,None,None,None,True,100,145,130,65,110,30,580,Ice/None,2,2,balanced
#0897,Spectrier,Ghost,None,Grim,None,None,None,None,True,100,65,60,145,80,130,580,Ghost/None,0,3,Fast Sweeper
#0898,Calyrex,Psychic,Grass,Unnerve,None,None,None,None,True,100,80,80,80,80,80,500,Psychic/Grass,3,0,Tank
#0899,Wyrdeer,Normal,Psychic,Intimidate, Frisk,Sap Sipper,Field,None,False,103,105,72,105,75,65,525,Normal/Psychic,0,0,Tank
#0900,Kleavor,Bug,Rock,Swarm, Sheer,Sharpness,Bug,None,False,70,135,95,45,70,85,500,Bug/Rock,2,0,Tank
#0901,Ursaluna,Ground,Normal,Guts, Bulletproof,Unnerve,Field,None,False,130,140,105,45,80,50,550,Ground/Normal,2,2,balanced
#0902,Basculegion,Water,Ghost,Swift, Adaptability,Mold Breaker,Water 2,None,False,120,112,65,80,75,78,530,Water/Ghost,0,0,Tank
#0903,Sneasler,Fighting,Poison,Pressure, Unburden ,Poison Touch,Field,None,False,80,130,60,40,80,120,510,Fighting/Poison,3,3,Fast Sweeper
#0904,Overqwil,Dark,Poison,Poison, Swift,Intimidate,Water 2,None,False,85,115,95,65,65,85,510,Dark/Poison,2,0,Tank
#0905,Enamorus,Fairy,Flying,Cute,None,Contrary,None,None,True,74,115,70,135,80,106,580,Fairy/Flying,0,0,Tank
#0906,Sprigatito,Grass,None,Overgrow,None,Protean,Field, Grass,False,40,61,54,45,45,65,310,Grass/None,1,1,Underpowered
#0907,Floragato,Grass,None,Overgrow,None,Protean,Field, Grass,False,61,80,63,60,63,83,410,Grass/None,3,3,Fast Sweeper
#0908,Meowscarada,Grass,Dark,Overgrow,None,Protean,Field, Grass,False,76,110,70,81,70,123,530,Grass/Dark,3,3,Fast Sweeper
#0909,Fuecoco,Fire,None,Blaze,None,Unaware,Field,None,False,67,45,59,63,40,36,310,Fire/None,1,1,Underpowered
#0910,Crocalor,Fire,None,Blaze,None,Unaware,Field,None,False,81,55,78,90,58,49,411,Fire/None,3,2,balanced
#0911,Skeledirge,Fire,Ghost,Blaze,None,Unaware,Field,None,False,104,75,100,110,75,66,530,Fire/Ghost,0,0,Tank
#0912,Quaxly,Water,None,Torrent,None,Moxie,Flying, Water 1,False,55,65,45,50,45,50,310,Water/None,1,1,Underpowered
#0913,Quaxwell,Water,None,Torrent,None,Moxie,Flying, Water 1,False,70,85,65,65,60,65,410,Water/None,3,1,Underpowered
#0914,Quaquaval,Water,Fighting,Torrent,None,Moxie,Flying, Water 1,False,85,120,80,85,75,85,530,Water/Fighting,0,0,Tank
#0915,Lechonk,Normal,None,Aroma, Gluttony,Thick Fat,Field,None,False,54,45,40,35,45,35,254,Normal/None,1,1,Underpowered
#0916,Oinkologne,Normal,None,Lingering, GluttonyMale,Thick Fat,Field,None,False,110,100,75,59,80,65,489,Normal/None,2,2,balanced
#0917,Tarountula,Bug,None,Insomnia,None,Stakeout,Bug,None,False,35,41,45,29,40,20,210,Bug/None,1,1,Underpowered
#0918,Spidops,Bug,None,Insomnia,None,Stakeout,Bug,None,False,60,79,92,52,86,35,404,Bug/None,2,2,balanced
#0919,Nymble,Bug,None,Swarm,None,Tinted Lens,Bug,None,False,33,46,40,21,25,45,210,Bug/None,1,1,Underpowered
#0920,Lokix,Bug,Dark,Swarm,None,Tinted Lens,Bug,None,False,71,102,78,52,55,92,450,Bug/Dark,3,3,Fast Sweeper
#0921,Pawmi,Electric,None,Static, Natural,Iron Fist,Field,None,False,45,50,20,40,25,60,240,Electric/None,1,1,Underpowered
#0922,Pawmo,Electric,Fighting,Volt, Natural,Iron Fist,Field,None,False,60,75,40,50,40,85,350,Electric/Fighting,1,1,Underpowered
#0923,Pawmot,Electric,Fighting,Volt, Natural,Iron Fist,Field,None,False,70,115,70,70,60,105,490,Electric/Fighting,3,3,Fast Sweeper
#0924,Tandemaus,Normal,None,Run, Pickup,Own Tempo,Field, Fairy,False,50,50,45,40,45,75,305,Normal/None,1,1,Underpowered
#0925,Maushold,Normal,None,Friend, Cheek,Technician,Field, Fairy,False,74,75,70,65,75,111,470,Normal/None,3,3,Fast Sweeper
#0926,Fidough,Fairy,None,Own,None,Klutz,Field, Mineral,False,37,55,70,30,55,65,312,Fairy/None,1,1,Underpowered
#0927,Dachsbun,Fairy,None,Well Baked,None,Aroma Veil,Field, Mineral,False,57,80,115,50,80,95,477,Fairy/None,2,0,Tank
#0928,Smoliv,Grass,Normal,Early,None,Harvest,Grass,None,False,41,35,45,58,51,30,260,Grass/Normal,1,1,Underpowered
#0929,Dolliv,Grass,Normal,Early,None,Harvest,Grass,None,False,52,53,60,78,78,33,354,Grass/Normal,1,1,Underpowered
#0930,Arboliva,Grass,Normal,Seed,None,Harvest,Grass,None,False,78,69,90,125,109,39,510,Grass/Normal,2,2,balanced
#0931,Squawkabilly,Normal,Flying,Intimidate, Hustle,Guts,Flying,None,False,82,96,51,45,51,92,417,Normal/Flying,3,3,Fast Sweeper
#0932,Nacli,Rock,None,Purifying, Sturdy,Clear Body,Mineral,None,False,55,55,75,35,35,25,280,Rock/None,1,1,Underpowered
#0933,Naclstack,Rock,None,Purifying, Sturdy,Clear Body,Mineral,None,False,60,60,100,35,65,35,355,Rock/None,1,2,balanced
#0934,Garganacl,Rock,None,Purifying, Sturdy,Clear Body,Mineral,None,False,100,100,130,45,90,35,500,Rock/None,2,2,balanced
#0935,Charcadet,Fire,None,Flash,None,Flame Body,Human-Like,None,False,40,50,40,50,40,35,255,Fire/None,1,1,Underpowered
#0936,Armarouge,Fire,Psychic,Flash,None,Weak Armor,Human-Like,None,False,85,60,100,125,80,75,525,Fire/Psychic,0,0,Tank
#0937,Ceruledge,Fire,Ghost,Flash,None,Weak Armor,Human-Like,None,False,75,125,80,60,100,85,525,Fire/Ghost,0,0,Tank
#0938,Tadbulb,Electric,None,Own, Static,Damp,Water 1,None,False,61,31,41,59,35,45,272,Electric/None,1,1,Underpowered
#0939,Bellibolt,Electric,None,Electromorphosis, Static,Damp,Water 1,None,False,109,64,91,103,83,45,495,Electric/None,2,2,balanced
#0940,Wattrel,Electric,Flying,Wind, Volt,Competitive,Water 1, Flying,False,40,40,35,55,40,70,280,Electric/Flying,1,1,Underpowered
#0941,Kilowattrel,Electric,Flying,Wind, Volt,Competitive,Water 1, Flying,False,70,70,60,105,60,125,490,Electric/Flying,3,3,Fast Sweeper
#0942,Maschiff,Dark,None,Intimidate, Run,Stakeout,Field,None,False,60,78,60,40,51,51,340,Dark/None,1,1,Underpowered
#0943,Mabosstiff,Dark,None,Intimidate, Guard,Stakeout,Field,None,False,80,120,90,60,70,85,505,Dark/None,2,0,Tank
#0944,Shroodle,Poison,Normal,Unburden, Pickpocket,Prankster,Field,None,False,40,65,35,40,35,75,290,Poison/Normal,1,1,Underpowered
#0945,Grafaiai,Poison,Normal,Unburden, Poison,Prankster,Field,None,False,63,95,65,80,72,110,485,Poison/Normal,3,3,Fast Sweeper
#0946,Bramblin,Grass,Ghost,Wind,None,Infiltrator,Grass,None,False,40,65,30,45,35,60,275,Grass/Ghost,1,1,Underpowered
#0947,Brambleghast,Grass,Ghost,Wind,None,Infiltrator,Grass,None,False,55,115,70,80,70,90,480,Grass/Ghost,3,3,Fast Sweeper
#0948,Toedscool,Ground,Grass,Mycelium,None,None,Grass,None,False,40,40,35,50,100,70,335,Ground/Grass,1,1,Underpowered
#0949,Toedscruel,Ground,Grass,Mycelium,None,None,Grass,None,False,80,70,65,80,120,100,515,Ground/Grass,0,0,Tank
#0950,Klawf,Rock,None,Anger, Shell,Regenerator,Water 3,None,False,70,100,115,35,55,75,450,Rock/None,2,2,balanced
#0951,Capsakid,Grass,None,Chlorophyll, Insomnia,Klutz,Grass,None,False,50,62,40,62,40,50,304,Grass/None,1,1,Underpowered
#0952,Scovillain,Grass,Fire,Chlorophyll, Insomnia,Moody,Grass,None,False,65,108,65,108,65,75,486,Grass/Fire,3,3,Fast Sweeper
#0953,Rellor,Bug,None,Compound,None,Shed Skin,Bug,None,False,41,50,60,31,58,30,270,Bug/None,1,1,Underpowered
#0954,Rabsca,Bug,Psychic,Synchronize,None,Telepathy,Bug,None,False,75,50,85,115,100,45,470,Bug/Psychic,2,2,balanced
#0955,Flittle,Psychic,None,Anticipation, Frisk,Speed Boost,Flying,None,False,30,35,30,55,30,75,255,Psychic/None,1,1,Underpowered
#0956,Espathra,Psychic,None,Opportunist, Frisk,Speed Boost,Flying,None,False,95,60,60,101,60,105,481,Psychic/None,3,3,Fast Sweeper
#0957,Tinkatink,Fairy,Steel,Mold, Own,Pickpocket,Fairy,None,False,50,45,45,35,64,58,297,Fairy/Steel,1,1,Underpowered
#0958,Tinkatuff,Fairy,Steel,Mold, Own,Pickpocket,Fairy,None,False,65,55,55,45,82,78,380,Fairy/Steel,3,1,Underpowered
#0959,Tinkaton,Fairy,Steel,Mold, Own,Pickpocket,Fairy,None,False,85,75,77,70,105,94,506,Fairy/Steel,3,0,Tank
#0960,Wiglett,Water,None,Gooey, Rattled,Sand Veil,Water 3,None,False,10,55,25,35,25,95,245,Water/None,1,1,Underpowered
#0961,Wugtrio,Water,None,Gooey, Rattled,Sand Veil,Water 3,None,False,35,100,50,50,70,120,425,Water/None,3,3,Fast Sweeper
#0962,Bombirdier,Flying,Dark,Big, Keen,Rocky Payload,Flying,None,False,70,103,85,60,85,82,485,Flying/Dark,2,0,Tank
#0963,Finizen,Water,None,Water,None,None,Field, Water 2,False,70,45,40,45,40,75,315,Water/None,1,1,Underpowered
#0964,Palafin,Water,None,Zero,None,None,Field, Water 2,False,100,70,72,53,62,100,457,Water/None,3,3,Fast Sweeper
#0965,Varoom,Poison,Steel,Overcoat,None,Slow Start,Mineral,None,False,45,70,63,30,45,47,300,Poison/Steel,1,1,Underpowered
#0966,Revavroom,Poison,Steel,Overcoat,None,Filter,Mineral,None,False,80,119,90,54,67,90,500,Poison/Steel,2,0,Tank
#0967,Cyclizar,Dragon,Normal,Shed,None,Regenerator,Field,None,False,70,95,65,85,65,121,501,Dragon/Normal,3,3,Fast Sweeper
#0968,Orthworm,Steel,None,Earth,None,Sand Veil,Field,None,False,70,85,145,60,55,65,480,Steel/None,2,2,balanced
#0969,Glimmet,Rock,Poison,Toxic,None,Corrosion,Mineral,None,False,48,35,42,105,60,60,350,Rock/Poison,1,1,Underpowered
#0970,Glimmora,Rock,Poison,Toxic,None,Corrosion,Mineral,None,False,83,55,90,130,81,86,525,Rock/Poison,0,0,Tank
#0971,Greavard,Ghost,None,Pickup,None,Fluffy,Field,None,False,50,61,60,30,55,34,290,Ghost/None,1,1,Underpowered
#0972,Houndstone,Ghost,None,Sand,None,Fluffy,Field,None,False,72,101,100,50,97,68,488,Ghost/None,2,2,balanced
#0973,Flamigo,Flying,Fighting,Scrappy, Tangled,Costar,Flying,None,False,82,115,74,75,64,90,500,Flying/Fighting,3,0,Tank
#0974,Cetoddle,Ice,None,Thick, Snow,Sheer Force,Field,None,False,108,68,45,30,40,43,334,Ice/None,1,1,Underpowered
#0975,Cetitan,Ice,None,Thick, Slush,Sheer Force,Field,None,False,170,113,65,45,55,73,521,Ice/None,2,0,Tank
#0976,Veluza,Water,Psychic,Mold,None,Sharpness,Water 2,None,False,90,102,73,78,65,70,478,Water/Psychic,3,0,Tank
#0977,Dondozo,Water,None,Unaware, Oblivious,Water Veil,Water 2,None,False,150,100,115,65,65,35,530,Water/None,2,2,balanced
#0978,Tatsugiri,Dragon,Water,Commander,None,Storm Drain,Water 2,None,False,68,50,60,120,95,82,475,Dragon/Water,3,3,Fast Sweeper
#0979,Annihilape,Fighting,Ghost,Vital, Inner,Defiant,Field,None,False,110,115,80,50,90,90,535,Fighting/Ghost,0,0,Tank
#0980,Clodsire,Poison,Ground,Poison, Water,Unaware,Water 1, Field,False,130,75,60,45,100,20,430,Poison/Ground,2,2,balanced
#0981,Farigiraf,Normal,Psychic,Cud, Armor,Sap Sipper,Field,None,False,120,90,70,110,70,60,520,Normal/Psychic,0,0,Tank
#0982,Dudunsparce,Normal,None,Serene, Run,Rattled,Field,None,False,125,100,80,85,75,55,520,Normal/None,2,0,Tank
